Date(UTC),Latitude,Longitude,Depth,Magnitude
2015-09-18 04:29:03,-31.67,-71.65,34,5.0
2015-09-18 03:15:39,-31.45,-71.53,45,5.2
2015-09-18 01:50:21,-31.44,-71.68,38,4.7
2015-09-17 23:33:56,-31.03,-71.38,45,4.0
2015-09-17 22:39:21,-30.94,-71.64,29,5.2
2015-09-17 21:13:02,-31.35,-71.77,40,4.5
2015-09-17 20:50:46,-31.63,-71.68,42,4.6
2015-09-17 20:40:34,-30.04,-71.67,33,5.5
2015-09-17 17:58:30,-30.83,-71.38,44,4.3
2015-09-17 17:32:20,-30.68,-71.61,33,4.8
2015-09-17 16:54:59,-30.76,-71.46,43,4.3
2015-09-17 16:52:20,-29.93,-71.96,30,5.3
2015-09-17 16:46:23,-31.5,-71.74,42,5.0
2015-09-17 16:08:09,-29.85,-70.48,39,5.3
2015-09-17 16:04:04,-31.55,-72.07,42,5.3
2015-09-17 15:10:20,-31.24,-71.25,61,4.2
2015-09-17 14:19:15,-30.94,-72.0,32,5.7
2015-09-17 14:10:38,-30.88,-71.33,43,4.1
2015-09-17 13:32:26,-32.14,-72.17,34,6.0
2015-09-17 13:04:55,-30.29,-71.7,16,4.2
2015-09-17 12:58:08,-30.69,-71.56,32,4.9
2015-09-17 12:24:29,-31.38,-71.74,26,5.0
