Date(UTC),Latitude,Longitude,Depth,Magnitude
2018-02-24 22:34:12,-29.76,-71.54,45,3.7
2018-02-23 18:49:22,-34.52,-72.24,28,4.6
2018-02-23 09:32:36,-33.08,-72.09,32,4.0
2018-02-22 22:47:38,-20.22,-69.18,94,4.0
2018-02-21 01:07:10,-18.95,-69.35,107,4.9
2018-02-20 15:37:08,-25.34,-70.5,18,4.2
2018-02-20 10:51:04,-20.02,-70.51,33,4.1
2018-02-20 09:38:59,-25.34,-70.5,35,5.3
2018-02-20 02:49:09,-31.61,-71.9,31,4.4
2018-02-19 23:30:52,-30.29,-71.51,51,4.2
2018-02-19 00:21:09,-31.58,-71.87,32,4.4
2018-02-18 08:28:14,-31.44,-68.84,100,4.2
2018-02-16 11:50:33,-29.37,-69.64,123,4.9
2018-02-08 21:19:24,-37.45,-74.22,32,5.1
2018-02-06 19:47:10,-32.47,-70.31,104,4.4
2018-02-06 11:54:52,-29.39,-71.74,44,4.0
2018-02-06 04:13:41,-34.79,-71.7,51,4.4
2018-02-04 21:47:26,-17.29,-70.86,34,5.0
2018-02-02 16:51:22,-30.03,-71.66,26,4.0
2018-02-01 23:13:54,-31.56,-70.3,133,5.2
